1985 03    116.960      2.780 ALE 
1985 04    114.490      2.600 ALE 
1985 05    117.450      2.370 ALE 
1985 06    112.820      2.520 ALE 
1985 07    117.780      1.910 ALE 
1985 08    117.630      3.930 ALE 
1985 09    112.810      4.360 ALE 
1985 10    113.340      3.650 ALE 
1985 11    112.300      6.390 ALE 
1985 12    118.830      4.050 ALE 
1986 01    116.710      2.580 ALE 
1986 02    119.010      2.840 ALE 
1986 03    118.900      3.410 ALE 
1986 04    120.800      1.950 ALE 
1985 10    112.960      1.390 GAGE 
1985 11    113.490      7.140 GAGE 
1985 12    118.230      3.960 GAGE 
1986 01    115.650      2.420 GAGE 
1986 02    116.350      2.850 GAGE 
1986 03    116.750      2.770 GAGE 
1986 04    117.370      1.880 GAGE 
1986 05    115.490      3.070 GAGE 
1986 06    118.260      2.580 GAGE 
1986 07    122.220      1.650 GAGE 
1986 08    119.630      3.590 GAGE 
1986 09    118.590      3.600 GAGE 
1986 10    115.390      5.910 GAGE 
1986 11    112.190      4.510 GAGE 
1986 12    116.370      3.600 GAGE 
1987 02    118.720      1.340 GAGE 
1987 03    119.850      1.820 GAGE 
1987 04    122.540      2.220 GAGE 
1987 05    122.830      2.710 GAGE 
1987 06    123.030      1.700 GAGE 
1987 07    124.460      3.640 GAGE 
1987 08    123.730      4.570 GAGE 
1987 09    120.840      5.540 GAGE 
1987 10    118.410      6.190 GAGE 
1987 11    118.290      5.220 GAGE 
1987 12    121.330      2.990 GAGE 
1988 01    124.440      2.250 GAGE 
1988 02    125.970      2.550 GAGE 
1988 03    126.370      3.130 GAGE 
1988 04    125.150      3.200 GAGE 
1988 05    128.480      2.850 GAGE 
1988 06    127.890      3.300 GAGE 
1988 09    125.370      5.360 GAGE 
1988 10    118.000      4.500 GAGE 
1988 11    125.920      5.200 GAGE 
1988 12    129.760      3.250 GAGE 
1989 01    128.800      2.720 GAGE 
1989 02    128.940      1.800 GAGE 
1989 03    129.940      3.090 GAGE 
1989 04    130.990      3.320 GAGE 
1989 05    131.430      2.400 GAGE 
1989 06    131.640      4.360 GAGE 
1989 07    133.840      3.410 GAGE 
1989 08    130.400      5.180 GAGE 
1989 09    125.790      6.530 GAGE 
1989 10    125.540      4.760 GAGE 
1989 11    130.720      3.560 GAGE 
1989 12    130.910      2.570 GAGE 
1990 01    134.870      2.550 GAGE 
1990 02    134.380      5.060 GAGE 
1990 04    134.540      2.420 GAGE 
1990 05    135.900      2.730 GAGE 
1990 06    136.420      2.370 GAGE 
1990 07    135.760      2.810 GAGE 
1990 08    134.120      5.870 GAGE 
1990 09    131.950      6.980 GAGE 
1990 10    127.300      6.550 GAGE 
1990 11    135.010      5.340 GAGE 
1990 12    139.900      6.160 GAGE 
1991 01    138.650      3.000 GAGE 
1991 02    137.910      2.960 GAGE 
1991 03    135.220      2.250 GAGE 
1991 04    138.180      2.210 GAGE 
1991 05    138.790      1.690 GAGE 
1991 06    134.830      3.840 GAGE 
1991 07    135.650      2.980 GAGE 
1991 08    136.940      4.810 GAGE 
1991 09    134.580      4.350 GAGE 
1991 10    131.340      4.750 GAGE 
1991 11    131.520      4.980 GAGE 
1991 12    140.030      3.240 GAGE 
1992 01    136.830      2.520 GAGE 
1992 02    135.140      2.930 GAGE 
1992 03    136.900      3.110 GAGE 
1992 04    140.180      2.580 GAGE 
1992 10    134.060      1.260 GAGE 
1992 11    131.240      5.450 GAGE 
1992 12    132.960      3.480 GAGE 
1993 01    136.270      3.150 GAGE 
1993 02    133.520      2.890 GAGE 
1993 03    134.540      2.060 GAGE 
1993 04    131.930      1.860 GAGE 
1993 05    132.420      2.110 GAGE 
1993 06    133.910      2.450 GAGE 
1993 07    133.640      3.070 GAGE 
1993 08    129.610      2.690 GAGE 
1993 09    128.440      3.080 GAGE 
1993 10    125.550      2.640 GAGE 
1993 11    125.960      2.060 GAGE 
1993 12    126.010      1.670 GAGE 
1994 01    126.190      1.640 GAGE 
1994 02    122.870      1.730 GAGE 
1994 03    121.790      1.850 GAGE 
1994 04    122.130      2.280 GAGE 
1994 05    120.610      2.000 GAGE 
1994 06    117.090      1.860 GAGE 
1994 07    116.850      2.090 GAGE 
1994 11    114.640      1.610 GAGE 
1994 12    113.410      1.240 GAGE 
1995 01    111.760      0.770 GAGE 
1995 02    111.070      0.880 GAGE 
1995 03    111.160      0.970 GAGE 
1995 04    109.050      0.830 GAGE 
1995 05    106.760      0.970 GAGE 
1995 06    106.790      1.150 GAGE 
1995 07    105.360      0.980 GAGE 
1995 08    102.700      2.540 GAGE 
1995 09     99.690      2.360 GAGE 
1995 10    101.670      2.900 GAGE 
1995 11     98.390      1.350 GAGE 
1995 12     98.840      1.480 GAGE 
1996 01     98.510      1.280 GAGE 
1996 02     98.450      1.160 GAGE 
1996 03     96.990      1.030 GAGE 
1996 04     95.960      1.060 GAGE 
1996 05     96.170      1.220 GAGE 
1996 06     92.990      0.870 GAGE 
1996 06     90.730      1.120 GAGE 
1996 07     89.410      0.870 GAGE 
1996 08     86.930      1.350 GAGE 
1996 09     85.280      0.870 GAGE 
1996 10     83.590      0.850 GAGE 
1996 11     83.480      0.900 GAGE 
1996 12     83.240      1.340 GAGE 
1997 01     83.320      0.770 GAGE 
1997 02     82.500      1.060 GAGE 
1997 03     81.040      0.510 GAGE 
1997 04     79.590      1.010 GAGE 
1997 05     78.540      0.730 GAGE 
1997 06     77.100      0.700 GAGE 
1997 07     75.550      0.770 GAGE 
1997 08     73.560      0.640 GAGE 
1997 09     71.860      0.580 GAGE 
1997 10     70.370      0.520 GAGE 
1997 11     70.670      0.720 GAGE 
1997 12     70.270      0.380 GAGE 
1998 01     69.760      0.670 GAGE 
1998 02     68.370      0.550 GAGE 
1998 03     67.900      0.490 GAGE 
1998 04     66.620      0.510 GAGE 
1998 05     65.250      0.470 GAGE 
1998 06     64.110      0.500 GAGE 
1998 07     63.150      0.470 GAGE 
1998 08     61.780      0.450 GAGE 
1998 09     60.430      0.550 GAGE 
1998 10     59.560      0.470 GAGE 
1998 11     59.060      0.440 GAGE 
1998 12     58.930      0.530 GAGE 
1999 01     58.850      0.380 GAGE 
1999 02     58.020      0.550 GAGE 
1999 03     56.950      0.410 GAGE 
1999 04     55.690      0.460 GAGE 
1999 05     54.660      0.420 GAGE 
1999 06     54.370      0.340 GAGE 
1999 07     52.790      0.520 GAGE 
1999 08     51.600      0.360 GAGE 
1999 09     50.790      0.380 GAGE 
1999 10     50.070      0.380 GAGE 
1999 11     49.440      0.470 GAGE 
1999 12     49.490      0.450 GAGE 
2000 01     49.370      0.350 GAGE 
2000 02     48.710      0.380 GAGE 
2000 03     47.980      0.500 GAGE 
2000 04     47.360      0.400 GAGE 
2000 05     46.120      0.440 GAGE 
2000 06     45.290      0.360 GAGE 
2000 07     44.190      0.370 GAGE 
2000 08     43.350      0.430 GAGE 
2000 09     42.650      0.550 GAGE 
2000 10     41.530      0.460 GAGE 
2000 11     41.470      0.490 GAGE 
2000 12     41.260      0.480 GAGE 
2001 01     40.800      0.500 GAGE 
2001 02     40.620      0.510 GAGE 
2001 03     39.760      0.530 GAGE 
2001 04     39.360      0.480 GAGE 
2001 05     38.460      0.560 GAGE 
2001 06     37.740      0.390 GAGE 
2001 07     36.930      0.520 GAGE 
2001 08     35.800      0.530 GAGE 
2001 09     34.980      0.360 GAGE 
2001 10     34.470      0.380 GAGE 
2001 11     34.040      0.390 GAGE 
2001 12     33.980      0.370 GAGE 
2002 01     33.880      0.380 GAGE 
2002 02     33.380      0.310 GAGE 
2002 03     32.950      0.420 GAGE 
2002 04     32.490      0.420 GAGE 
2002 05     31.660      0.380 GAGE 
2002 06     31.210      0.300 GAGE 
2002 07     30.560      0.370 GAGE 
2002 08     29.770      0.350 GAGE 
2002 09     29.300      0.290 GAGE 
2002 10     28.770      0.280 GAGE 
2002 11     28.690      0.250 GAGE 
2002 12     28.470      0.350 GAGE 
2003 01     28.320      0.290 GAGE 
2003 02     28.090      0.350 GAGE 
2003 03     27.650      0.300 GAGE 
2003 04     27.150      0.370 GAGE 
2003 05     26.730      0.360 GAGE 
2003 06     26.300      0.330 GAGE 
2003 07     25.720      0.330 GAGE 
2003 08     24.970      0.320 GAGE 
2003 09     24.520      0.320 GAGE 
2003 10     24.280      0.290 GAGE 
2003 11     23.900      0.350 GAGE 
2003 12     23.930      0.330 GAGE 
2004 01     23.650      0.340 GAGE 
2004 02     23.460      0.320 GAGE 
2004 03     22.860      0.360 GAGE 
2004 04     22.620      0.350 GAGE 
2004 05     22.320      0.410 GAGE 
2004 06     21.700      0.320 GAGE 
2004 07     21.340      0.300 GAGE 
2004 08     20.810      0.280 GAGE 
2004 09     20.460      0.270 GAGE 
2004 10     20.100      0.340 GAGE 
2004 11     19.890      0.310 GAGE 
2004 12     19.920      0.290 GAGE 
2005 01     19.790      0.290 GAGE 
2005 02     19.610      0.280 GAGE 
2005 03     19.180      0.300 GAGE 
2005 04     18.690      0.270 GAGE 
2005 05     18.410      0.370 GAGE 
2005 06     17.750      0.340 GAGE 
2005 07     17.360      0.430 GAGE 
2005 08     16.780      0.380 GAGE 
2005 09     16.380      0.320 GAGE 
2005 10     16.200      0.390 GAGE 
2005 11     16.590      0.460 GAGE 
2005 12     16.630      0.500 GAGE 
2006 01     16.370      0.380 GAGE 
2006 02     16.110      0.410 GAGE 
2006 03     15.760      0.670 GAGE 
2006 04     15.720      0.680 GAGE 
2006 05     15.400      0.360 GAGE 
2006 06     15.170      0.180 GAGE 
2006 07     14.860      0.140 GAGE 
2006 08     14.600      0.120 GAGE 
2006 09     14.310      0.120 GAGE 
2006 10     14.130      0.160 GAGE 
2006 11     14.080      0.200 GAGE 
2006 12     14.040      0.150 GAGE 
2007 01     13.870      0.170 GAGE 
2007 02     13.750      0.210 GAGE 
2007 03     13.590      0.160 GAGE 
2007 04     13.340      0.180 GAGE 
2007 05     13.180      0.180 GAGE 
2007 06     12.840      0.160 GAGE 
2007 07     12.440      0.260 GAGE 
2007 08     12.140      0.150 GAGE 
2007 09     11.880      0.160 GAGE 
2007 10     11.670      0.150 GAGE 
2007 11     11.610      0.160 GAGE 
2007 12     11.590      0.160 GAGE 
2008 01     11.520      0.140 GAGE 
2008 02     11.440      0.160 GAGE 
2008 03     11.290      0.180 GAGE 
2008 04     10.840      0.120 GAGE 
2008 05     10.790      0.160 GAGE 
2008 06     10.630      0.190 GAGE 
2008 07     10.370      0.170 GAGE 
2008 08     10.150      0.160 GAGE 
2008 09      9.900      0.150 GAGE 
