1989 03    129.940      3.090 ppt GAGE 
1989 04    130.990      3.320 ppt GAGE 
1989 05    131.430      2.400 ppt GAGE 
1989 06    131.640      4.360 ppt GAGE 
1989 07    133.840      3.410 ppt GAGE 
1989 08    130.400      5.180 ppt GAGE 
1989 09    125.790      6.530 ppt GAGE 
1989 10    125.540      4.760 ppt GAGE 
1989 11    130.720      3.560 ppt GAGE 
1989 12    130.910      2.570 ppt GAGE 
1990 01    134.870      2.550 ppt GAGE 
1990 02    134.380      5.060 ppt GAGE 
1990 04    134.540      2.420 ppt GAGE 
1990 05    135.900      2.730 ppt GAGE 
1990 06    136.420      2.370 ppt GAGE 
1990 07    135.760      2.810 ppt GAGE 
1990 08    134.120      5.870 ppt GAGE 
1990 09    131.950      6.980 ppt GAGE 
1990 10    127.300      6.550 ppt GAGE 
1990 11    135.010      5.340 ppt GAGE 
1990 12    139.900      6.160 ppt GAGE 
1991 01    138.650      3.000 ppt GAGE 
1991 02    137.910      2.960 ppt GAGE 
1991 03    135.220      2.250 ppt GAGE 
1991 04    138.180      2.210 ppt GAGE 
1991 05    138.790      1.690 ppt GAGE 
1991 06    134.830      3.840 ppt GAGE 
1991 07    135.650      2.980 ppt GAGE 
1991 08    136.940      4.810 ppt GAGE 
1991 09    134.580      4.350 ppt GAGE 
1991 10    131.340      4.750 ppt GAGE 
1991 11    131.520      4.980 ppt GAGE 
1991 12    140.030      3.240 ppt GAGE 
1992 01    136.830      2.520 ppt GAGE 
1992 02    135.140      2.930 ppt GAGE 
1992 03    136.900      3.110 ppt GAGE 
1992 04    140.180      2.580 ppt GAGE 
1992 10    134.060      1.260 ppt GAGE 
1992 11    131.240      5.450 ppt GAGE 
1992 12    132.960      3.480 ppt GAGE 
1993 01    136.270      3.150 ppt GAGE 
1993 02    133.520      2.890 ppt GAGE 
1993 03    134.540      2.060 ppt GAGE 
1993 04    131.930      1.860 ppt GAGE 
1993 05    132.420      2.110 ppt GAGE 
1993 06    133.910      2.450 ppt GAGE 
1993 07    133.640      3.070 ppt GAGE 
1993 08    129.610      2.690 ppt GAGE 
1993 09    128.440      3.080 ppt GAGE 
1993 10    125.550      2.640 ppt GAGE 
1993 11    125.960      2.060 ppt GAGE 
1993 12    126.010      1.670 ppt GAGE 
1994 01    126.190      1.640 ppt GAGE 
1994 02    122.870      1.730 ppt GAGE 
1994 03    121.790      1.850 ppt GAGE 
1994 04    122.130      2.280 ppt GAGE 
1994 05    120.610      2.000 ppt GAGE 
1994 06    117.090      1.860 ppt GAGE 
1994 07    116.850      2.090 ppt GAGE 
1994 11    114.640      1.610 ppt GAGE 
1994 12    113.410      1.240 ppt GAGE 
1995 01    111.760      0.770 ppt GAGE 
1995 02    111.070      0.880 ppt GAGE 
1995 03    111.160      0.970 ppt GAGE 
1995 04    109.050      0.830 ppt GAGE 
1995 05    106.760      0.970 ppt GAGE 
1995 06    106.790      1.150 ppt GAGE 
1995 07    105.360      0.980 ppt GAGE 
1995 08    102.700      2.540 ppt GAGE 
1995 09     99.690      2.360 ppt GAGE 
1995 10    101.670      2.900 ppt GAGE 
1995 11     98.390      1.350 ppt GAGE 
1995 12     98.840      1.480 ppt GAGE 
1996 01     98.510      1.280 ppt GAGE 
1996 02     98.450      1.160 ppt GAGE 
1996 03     96.990      1.030 ppt GAGE 
1996 04     95.960      1.060 ppt GAGE 
1996 05     96.170      1.220 ppt GAGE 
1996 06     92.990      0.870 ppt GAGE 
1996 06     90.730      1.120 ppt GAGE 
1996 07     89.410      0.870 ppt GAGE 
1996 08     86.930      1.350 ppt GAGE 
1996 09     85.280      0.870 ppt GAGE 
1996 10     83.590      0.850 ppt GAGE 
1996 11     83.480      0.900 ppt GAGE 
1996 12     83.240      1.340 ppt GAGE 
1997 01     83.320      0.770 ppt GAGE 
1997 02     82.500      1.060 ppt GAGE 
1997 03     81.040      0.510 ppt GAGE 
1997 04     79.590      1.010 ppt GAGE 
1997 05     78.540      0.730 ppt GAGE 
1997 06     77.100      0.700 ppt GAGE 
1997 07     75.550      0.770 ppt GAGE 
1997 08     73.560      0.640 ppt GAGE 
1997 09     71.860      0.580 ppt GAGE 
1997 10     70.370      0.520 ppt GAGE 
1997 11     70.670      0.720 ppt GAGE 
1997 12     70.270      0.380 ppt GAGE 
1998 01     69.760      0.670 ppt GAGE 
1998 02     68.370      0.550 ppt GAGE 
1998 03     67.900      0.490 ppt GAGE 
1998 04     66.620      0.510 ppt GAGE 
1998 05     65.250      0.470 ppt GAGE 
1998 06     64.110      0.500 ppt GAGE 
1998 07     63.150      0.470 ppt GAGE 
1998 08     61.780      0.450 ppt GAGE 
1998 09     60.430      0.550 ppt GAGE 
1998 10     59.560      0.470 ppt GAGE 
1998 11     59.060      0.440 ppt GAGE 
1998 12     58.930      0.530 ppt GAGE 
1999 01     58.850      0.380 ppt GAGE 
1999 02     58.020      0.550 ppt GAGE 
1999 03     56.950      0.410 ppt GAGE 
1999 04     55.690      0.460 ppt GAGE 
1999 05     54.660      0.420 ppt GAGE 
1999 06     54.370      0.340 ppt GAGE 
1999 07     52.790      0.520 ppt GAGE 
1999 08     51.600      0.360 ppt GAGE 
1999 09     50.790      0.380 ppt GAGE 
1999 10     50.070      0.380 ppt GAGE 
1999 11     49.440      0.470 ppt GAGE 
1999 12     49.490      0.450 ppt GAGE 
2000 01     49.370      0.350 ppt GAGE 
2000 02     48.710      0.380 ppt GAGE 
2000 03     47.980      0.500 ppt GAGE 
2000 04     47.360      0.400 ppt GAGE 
2000 05     46.120      0.440 ppt GAGE 
2000 06     45.290      0.360 ppt GAGE 
2000 07     44.190      0.370 ppt GAGE 
2000 08     43.350      0.430 ppt GAGE 
2000 09     42.650      0.550 ppt GAGE 
2000 10     41.530      0.460 ppt GAGE 
2000 11     41.470      0.490 ppt GAGE 
2000 12     41.260      0.480 ppt GAGE 
2001 01     40.800      0.500 ppt GAGE 
2001 02     40.620      0.510 ppt GAGE 
2001 03     39.760      0.530 ppt GAGE 
2001 04     39.360      0.480 ppt GAGE 
2001 05     38.460      0.560 ppt GAGE 
2001 06     37.740      0.390 ppt GAGE 
2001 07     36.930      0.520 ppt GAGE 
2001 08     35.800      0.530 ppt GAGE 
2001 09     34.980      0.360 ppt GAGE 
2001 10     34.470      0.380 ppt GAGE 
2001 11     34.040      0.390 ppt GAGE 
2001 12     33.980      0.370 ppt GAGE 
2002 01     33.880      0.380 ppt GAGE 
2002 02     33.380      0.310 ppt GAGE 
2002 03     32.950      0.420 ppt GAGE 
2002 04     32.490      0.420 ppt GAGE 
2002 05     31.660      0.380 ppt GAGE 
2002 06     31.210      0.300 ppt GAGE 
2002 07     30.560      0.370 ppt GAGE 
2002 08     29.770      0.350 ppt GAGE 
2002 09     29.300      0.290 ppt GAGE 
2002 10     28.770      0.280 ppt GAGE 
2002 11     28.690      0.250 ppt GAGE 
2002 12     28.470      0.350 ppt GAGE 
2003 01     28.320      0.290 ppt GAGE 
2003 02     28.090      0.350 ppt GAGE 
